id,filename,style,caption,source,author,licence,collection_date,permitted_use,width,height,sha256,split,notes
DS-0067,loc-98517008.jpg,retro-comic,"retro comic poster style skateboard decal artwork, alison s house by susan glaspell a poetic romance",https://www.loc.gov/item/98517008/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",690,1024,3d23a7cd34c1390a37d3b9cfe247a07d125a29ea9a45ac53b6e011fe68b50fd7,train,Library of Congress WPA posters collection
DS-0068,loc-98517009.jpg,retro-comic,"retro comic poster style skateboard decal artwork, alien corn by sidney howard",https://www.loc.gov/item/98517009/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",680,1024,dfcaac211bf3305f92136148fa285444a6e67d8b9d7314df5129eb4d89d47992,train,Library of Congress WPA posters collection
DS-0069,loc-98517011.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the amazing dr clitterhouse by barre lyndon",https://www.loc.gov/item/98517011/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",691,1024,2c283f9d3db116519889130a2db7b2895469793d42fa76cfa67e72ed3efa5cef,train,Library of Congress WPA posters collection
DS-0070,loc-98517012.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the devil passes",https://www.loc.gov/item/98517012/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",1024,763,c1b77ceac686550d972a845d8aaf1efc5c62ad7edde7900e66b5813ebc9df331,train,Library of Congress WPA posters collection
DS-0071,loc-98518972.jpg,retro-comic,"retro comic poster style skateboard decal artwork, university of california at los angeles presents festival of american",https://www.loc.gov/item/98518972/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",692,1024,04b31e4a5211a13196a54b1012292b877d98c7748f74766421f856b538edfae0,train,Library of Congress WPA posters collection
DS-0072,loc-98518973.jpg,retro-comic,"retro comic poster style skateboard decal artwork, special performance festival of american dance featuring an american exodus",https://www.loc.gov/item/98518973/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",689,1024,5d96677b6658904693bb64dfcddd3417d0a6ddb8efa083216155f7b45e59d3d7,train,Library of Congress WPA posters collection
DS-0073,loc-98518982.jpg,retro-comic,"retro comic poster style skateboard decal artwork, blind alley by james warwick",https://www.loc.gov/item/98518982/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",683,1024,9b466f65ba2ded9262facf6dba559e2fda7e52f5956fe5fddcb9cc7c157d9676,train,Library of Congress WPA posters collection
DS-0074,loc-98518983.jpg,retro-comic,"retro comic poster style skateboard decal artwork, mary stuart directed by jerome coray",https://www.loc.gov/item/98518983/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",692,1024,cae83473d92fa62a359723ebe786d14e14b2fd6cf6062f3cc3138a8d8df64dea,train,Library of Congress WPA posters collection
DS-0075,loc-98518984.jpg,retro-comic,"retro comic poster style skateboard decal artwork, george bernard shaw s 3 act comedy captain brassbound s",https://www.loc.gov/item/98518984/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",689,1024,82f6d267e288142380e6681b7f8b8d2d08a008a5e624289179e1edf01b759f75,train,Library of Congress WPA posters collection
DS-0076,loc-98518989.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the cat and the canary",https://www.loc.gov/item/98518989/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",693,1024,052c610be5a6f3ce01c6bfbf83fea91c0ace283ac200a03daec38258428d2895,train,Library of Congress WPA posters collection
DS-0077,loc-98518996.jpg,retro-comic,"retro comic poster style skateboard decal artwork, federal mayan theatre presents censored a modern play by conrad",https://www.loc.gov/item/98518996/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",690,1024,515d83fc703f6bec6467aef6ae43b8d8fb7ad283aa65cc9af134dafddec3ef6c,holdout,Library of Congress WPA posters collection
DS-0078,loc-98518997.jpg,retro-comic,"retro comic poster style skateboard decal artwork, columbia theatre presents hilarious 3 act comedy censored by conrad",https://www.loc.gov/item/98518997/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",695,1024,6f8c09f3050869355db72f4fa3c70588fa4e7dbd93f5cef63e50876d8899c7fe,val,Library of Congress WPA posters collection
DS-0079,loc-98518998.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the chocolate soldier",https://www.loc.gov/item/98518998/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",685,1024,5121ffa6e2237cbbb414ace14e4f3f8aa67078366d8aa8c1c88930fe5698e84d,holdout,Library of Congress WPA posters collection
DS-0080,loc-98518999.jpg,retro-comic,"retro comic poster style skateboard decal artwork, los angeles federal music project presents the chocolate soldier",https://www.loc.gov/item/98518999/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",685,1024,c212f7a4f1dec4225506e9cbad5f2fd29978fdcbb4eb8397b21061a1b666b9e9,train,Library of Congress WPA posters collection
DS-0081,loc-98519001.jpg,retro-comic,"retro comic poster style skateboard decal artwork, federal government sponsored classes in war training for industry",https://www.loc.gov/item/98519001/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",694,1024,0889ade7c98c15d85adf867ff0c3fe4c7de43246e4070c065a52658963d271c8,train,Library of Congress WPA posters collection
DS-0082,loc-98519006.jpg,retro-comic,"retro comic poster style skateboard decal artwork, counsellor at law by elmer rice",https://www.loc.gov/item/98519006/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",693,1024,7a61ceb5b5525f726c3f40928df15d73733e1ddfbbed1b750466a3a3e0d4dccb,train,Library of Congress WPA posters collection
DS-0083,loc-98519008.jpg,retro-comic,"retro comic poster style skateboard decal artwork, counsellor at law gripping drama by elmer rice",https://www.loc.gov/item/98519008/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",693,1024,38e9921b420d445c4526aef9aa7067b90a79c02415ed1bbc8388cf5166af9cae,val,Library of Congress WPA posters collection
DS-0084,loc-98519010.jpg,retro-comic,"retro comic poster style skateboard decal artwork, cradle snatchers cradle snatching at pickering park playhouse",https://www.loc.gov/item/98519010/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",693,1024,f9ceb045fce46768955673827dcb50308abfaeb17dd816b9dc7d0f0ef8a5bb2b,train,Library of Congress WPA posters collection
DS-0085,loc-98519015.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the devil passes direct from sensational los angeles run",https://www.loc.gov/item/98519015/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",687,1024,7c11e32593ca2a2acfbe41a291b071535d82b0ffac8f2a3ceff82bd4d1f1c758,train,Library of Congress WPA posters collection
DS-0086,loc-98519047.jpg,retro-comic,"retro comic poster style skateboard decal artwork, dracula by hamilton deane and john l dalderston i e",https://www.loc.gov/item/98519047/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",1024,700,12c5fa91c9af55a8b5b113ae133f80b3aa98aeb3b7c57a4175fb037e0706a529,train,Library of Congress WPA posters collection
DS-0087,loc-98519087.jpg,retro-comic,"retro comic poster style skateboard decal artwork, charles dickens the cricket on the hearth",https://www.loc.gov/item/98519087/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",696,1024,00fa085adbb3e5e56f3efc4a4635ece8dd7e8ca9c634debc63eeeef95bc613ab,train,Library of Congress WPA posters collection
DS-0088,loc-98519423.jpg,retro-comic,"retro comic poster style skateboard decal artwork, alison s house by susan glaspell a poetic romance",https://www.loc.gov/item/98519423/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",1024,699,65701fafa3b8c3850ecb8819e69786471159b21d95b8debf035df82ece485e99,holdout,Library of Congress WPA posters collection
DS-0089,loc-98519425.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the chocolate soldier",https://www.loc.gov/item/98519425/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",692,1024,a42e8d11f1e03ef7d62d41d22e9d4c39234e479b327503421a9cfca2e2b39f4d,train,Library of Congress WPA posters collection
DS-0090,loc-98519427.jpg,retro-comic,"retro comic poster style skateboard decal artwork, alien corn by sidney howard",https://www.loc.gov/item/98519427/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",1024,692,bacc81fe77e6206f30f23b51556c59ed00b97819088ad30c9e7f76023e931320,train,Library of Congress WPA posters collection
DS-0091,loc-98519436.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the chocolate soldier",https://www.loc.gov/item/98519436/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",1024,686,949a39058206917fbbea8f0d05d92f7902bc03ca15fe51342fa1c12e821e11e4,train,Library of Congress WPA posters collection
DS-0092,loc-98519437.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the chocolate soldier",https://www.loc.gov/item/98519437/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",1024,686,ca526edb9593cbb794b522e0913852a6be73006b639948a6dbd654b4127ebabc,train,Library of Congress WPA posters collection
DS-0093,loc-98519438.jpg,retro-comic,"retro comic poster style skateboard decal artwork, the amazing dr clitterhouse by barre lyndon",https://www.loc.gov/item/98519438/,,public domain,2026-07-27,"unrestricted (US WPA poster, LOC: no known restrictions)",1024,696,43b022e0dedfee572009056976be039b2046bbc235e3a3adbfd59260f9c0db99,train,Library of Congress WPA posters collection
DS-0094,met-36531.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, night rain at karasaki from the series eight views of",https://www.metmuseum.org/art/collection/search/36531,Utagawa Hiroshige,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3889,2531,976bcc62bea14fc2d04a629b5e64ad15122d4ebe67a8d8e531a5fc677fab7db9,train,The Metropolitan Museum of Art Open Access
DS-0095,met-36543.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, the suijin temple grove uchikawa and the village of sekiya",https://www.metmuseum.org/art/collection/search/36543,Utagawa Hiroshige,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2594,3904,dafca88e1580c2a8054dfb0129e2732cdea6fef05b5c55d1b33c60d52413b7de,val,The Metropolitan Museum of Art Open Access
DS-0096,met-36622.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, couple in an evening shower from the series three evening",https://www.metmuseum.org/art/collection/search/36622,Kitagawa Utamaro,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1759,3923,cc6938cbcd451dd48aa7afd73e3c46ad8e52dd544a32c1f02e628b43ca53687e,train,The Metropolitan Museum of Art Open Access
DS-0097,met-36669.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, perspective print uki e of the theaters in sakaichō and",https://www.metmuseum.org/art/collection/search/36669,Utagawa Toyoharu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",4000,2950,1e55877ef593340486c6bae866cd84827e5693c727016d7f66e4d893f175a668,train,The Metropolitan Museum of Art Open Access
DS-0098,met-36679.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, fair travellers fording the river oi",https://www.metmuseum.org/art/collection/search/36679,Utagawa Toyokuni I,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",4000,1919,7a244af000ca4d08c36eec03d16eeac6ca1b866f4d35905e8774b192c9ef03be,train,The Metropolitan Museum of Art Open Access
DS-0099,met-36681.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, picking clams",https://www.metmuseum.org/art/collection/search/36681,Utagawa Toyokuni I,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3981,2065,db7720e7967fa27ba4996c6ddf3549dc5e219eaea7401ae73838dd8a5ba9a657,train,The Metropolitan Museum of Art Open Access
DS-0100,met-37016.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, mother and son by a mosquito net",https://www.metmuseum.org/art/collection/search/37016,Suzuki Harunobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3505,4000,2320f75ac29636aafc94a30fa80e1f8f7fbdfada8873b327be2417b22e5adba3,train,The Metropolitan Museum of Art Open Access
DS-0101,met-37099.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, dekishima hanya seated on a cherry tree",https://www.metmuseum.org/art/collection/search/37099,Torii Kiyonobu I,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2283,3901,28e23be9d15450c3cbab86cbee1ddba4a3a6a6344063809db3a9e82ded006662,train,The Metropolitan Museum of Art Open Access
DS-0102,met-37104.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, kabuki actors nakamura gentaro and ikushima shingoro",https://www.metmuseum.org/art/collection/search/37104,Torii Kiyomasu I,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2388,3932,2af26c74f5bf07ccb13139398566f19feb752f95b5c43a08f35c6bac8e64fe53,train,The Metropolitan Museum of Art Open Access
DS-0103,met-37129.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, parody of murasaki shikibu at her desk",https://www.metmuseum.org/art/collection/search/37129,Okumura Masanobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",4000,2980,cfbc213f291a0408e2cc51d051929d3a09abd100fc3c1b451b640ab7da2f83ec,holdout,The Metropolitan Museum of Art Open Access
DS-0104,met-37130.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, amorous couple",https://www.metmuseum.org/art/collection/search/37130,Okumura Masanobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",4000,3337,b48be60897d534005b0d0c63cc5dd0a755f4abc25b8c3812e102f28e10452b9b,train,The Metropolitan Museum of Art Open Access
DS-0105,met-37268.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, the gossips",https://www.metmuseum.org/art/collection/search/37268,Suzuki Harunobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3025,3838,ca5f564af347a99473ea3f6141dbb17b75774686c6c0d0323da026022905d04f,train,The Metropolitan Museum of Art Open Access
DS-0106,met-37306.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, the coming thunderstorm from the illustrated book flowers of the",https://www.metmuseum.org/art/collection/search/37306,Kitagawa Utamaro,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2000,1419,28852cd54dd0548a31158f7567f7b3b8b7c64cafb48013d51cdae67afdb32ec4,val,The Metropolitan Museum of Art Open Access
DS-0107,met-37388.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, foreigners enjoying themselves in the gankirō",https://www.metmuseum.org/art/collection/search/37388,Utagawa Yoshikazu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2000,1094,c6d07f8061bc18f2ca60c107bbc3c6dcc947fda432c05c9355b00df5dbc4b88f,train,The Metropolitan Museum of Art Open Access
DS-0108,met-41057.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, woman admiring plum blossoms at night",https://www.metmuseum.org/art/collection/search/41057,Suzuki Harunobu 鈴木春信,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1245,1894,4f50f746ce151515edb51b10dc4224f20c60ca0ee465fc5f67aa3f95f14bf565,train,The Metropolitan Museum of Art Open Access
DS-0109,met-45029.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, view of saruhashi monkey bridge",https://www.metmuseum.org/art/collection/search/45029,Katsushika Hokusai,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1583,2000,4f87ef2362e16eb7f49b16ca93d9e06ef114cec3e006b3e50a6927ff1108cfc1,train,The Metropolitan Museum of Art Open Access
DS-0110,met-45085.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, lovers walking in the snow crow and heron",https://www.metmuseum.org/art/collection/search/45085,Suzuki Harunobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1449,2000,d9f8186e336ed09ae6bb2b04e050b72681e893b3578e89ed4c18a1c68f01b404,train,The Metropolitan Museum of Art Open Access
DS-0111,met-51088.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, night rain at karasaki",https://www.metmuseum.org/art/collection/search/51088,Torii Kiyomasu II,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1963,3864,2dcb43a96b2e023242aa1816be5a553544ebfc0a4fda3b4192ccfbaee43f2e0c,val,The Metropolitan Museum of Art Open Access
DS-0112,met-51093.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, geisha and attendant on a rainy night",https://www.metmuseum.org/art/collection/search/51093,Kitagawa Utamaro,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2521,3774,a8e30756a1bfdf628fc8519513c2704a327294eb1e44ab8138dd780efac5c4ea,train,The Metropolitan Museum of Art Open Access
DS-0113,met-53449.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, six jewel rivers from various provinces",https://www.metmuseum.org/art/collection/search/53449,Utagawa Hiroshige,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3002,4000,eb48d436f274b8c3a2c1049a7223fe276166eaf5b5e8bd2f98718ad32f5db3bf,train,The Metropolitan Museum of Art Open Access
DS-0114,met-54330.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, two court ladies admire the cherry trees",https://www.metmuseum.org/art/collection/search/54330,Yashima Gakutei,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",902,1964,c7bfda863693d8e21b17c5b80227f417924ef8e7a16ca5af238af98f7f4920d2,train,The Metropolitan Museum of Art Open Access
DS-0115,met-54863.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, two ladies",https://www.metmuseum.org/art/collection/search/54863,Suzuki Harunobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2947,4000,741760ec2aca7010a0814e7eac56626a70c46c7b6bc17b9a9a3a53a0e39a9a74,holdout,The Metropolitan Museum of Art Open Access
DS-0116,met-54871.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, kiyomizu komachi from the series futabagusa nana komachi",https://www.metmuseum.org/art/collection/search/54871,Kitagawa Utamaro,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2559,3851,a56a5547971e8323fe60c76a8295affeda57daa1436111a597fb696096515db6,train,The Metropolitan Museum of Art Open Access
DS-0117,met-54887.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, the top of mount fuji",https://www.metmuseum.org/art/collection/search/54887,Katsushika Hokusai,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3823,2562,98189f865cd35148f7e3dc2d006be8c7c420db44574bf6e9597a75a3859bf99d,train,The Metropolitan Museum of Art Open Access
DS-0118,met-55012.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",https://www.metmuseum.org/art/collection/search/55012,Keisai Eisen,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2548,3610,cd66a6d2c78130b17e19b2990cf058a84b499ffc2c331ff6bfdce58aa06084a9,train,The Metropolitan Museum of Art Open Access
DS-0119,met-55013.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",https://www.metmuseum.org/art/collection/search/55013,Keisai Eisen,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2587,3550,aef14bdc93a52761f6f7b58e443992c574ea6052b601d392a187c815ce99d912,train,The Metropolitan Museum of Art Open Access
DS-0120,met-55014.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",https://www.metmuseum.org/art/collection/search/55014,Keisai Eisen,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1279,1778,456e709520a19ab85f9b00975145c8d98dc6206f02c7d1d2ae106e101ccd3ec3,holdout,The Metropolitan Museum of Art Open Access
DS-0121,met-55015.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",https://www.metmuseum.org/art/collection/search/55015,Keisai Eisen,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2572,3628,8f27395147a8a11773d67de212fd0ea897e01bba7b9fd2d56f5317b984c1fd9e,train,The Metropolitan Museum of Art Open Access
DS-0122,met-55016.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, rejected geisha from passions cooled by springtime snow",https://www.metmuseum.org/art/collection/search/55016,Keisai Eisen,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1310,1791,0441f904a3cd7a2ebe9f027e6530d62d6e832ee175e7754142ed217b3f065f4e,train,The Metropolitan Museum of Art Open Access
DS-0123,met-55289.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, under the mannen bridge at fukagawa fukagawa mannenbashi shita from",https://www.metmuseum.org/art/collection/search/55289,Katsushika Hokusai,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3867,2583,dc2339197e349ffe4181782c2d80a1f57322efdf1bf8d553b961297c8852710a,train,The Metropolitan Museum of Art Open Access
DS-0124,met-55433.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, sudden shower over shin ōhashi bridge and atake ōhashi atake",https://www.metmuseum.org/art/collection/search/55433,Utagawa Hiroshige,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2650,3860,17c1ee8bd3a8089d11bd83a6728351b1609a523887d693f81c9a6aee36134a31,train,The Metropolitan Museum of Art Open Access
DS-0125,met-55584.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, street scene in yoshiwara",https://www.metmuseum.org/art/collection/search/55584,Hishikawa Moronobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3931,2788,5d5d69d57db538144d890f88bf16973bea99158907f0d63038aec6279fc64fcb,train,The Metropolitan Museum of Art Open Access
DS-0126,met-55751.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, two figures",https://www.metmuseum.org/art/collection/search/55751,Okumura Masanobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2774,3856,1007801cb646da437102b031146a0fac0d039626b939236f84a0fc6e2e51b536,train,The Metropolitan Museum of Art Open Access
DS-0127,met-55862.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, geisha walking through the snow at night",https://www.metmuseum.org/art/collection/search/55862,Kitagawa Utamaro,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2583,3878,02ceb2d895b393e9c2f315b989000caaf1c32b91304bbe332d6d67f702d17869,train,The Metropolitan Museum of Art Open Access
DS-0128,met-56044.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, young ladies viewing cherry blossoms at asukayama",https://www.metmuseum.org/art/collection/search/56044,Torii Kiyonaga,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3881,1951,5e7fcd2e2034fe991f591fccb2df3f0bf23e17f9d2fea520a671f0d7057b5789,val,The Metropolitan Museum of Art Open Access
DS-0129,met-56053.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, the courtesan takigawa of the ōgiya brothel from the series",https://www.metmuseum.org/art/collection/search/56053,Utagawa Toyokuni I,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1328,1954,df35b1ac587b65d8d967ee60530da1343b98b83dc08a0e2428a51178251c4ec1,train,The Metropolitan Museum of Art Open Access
DS-0130,met-56736.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, kabuki actor ichimura uzaemon ix",https://www.metmuseum.org/art/collection/search/56736,Torii Kiyomitsu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",1807,3881,7171937c5f1fe19d1e0ce8ce52386968aa02bf2810d935540db3bf77a40f4763,val,The Metropolitan Museum of Art Open Access
DS-0131,met-56782.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, onoe kikugorō in the role of yaoya oshichi and nakamura",https://www.metmuseum.org/art/collection/search/56782,Okumura Masanobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2725,3863,108958376f515fff12de6f3ccbb7d5b5e8e6e69efc0f9810aea15ff4a3b5e659,train,The Metropolitan Museum of Art Open Access
DS-0132,met-56789.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, woman digging bamboo shoots in the snow or parody of",https://www.metmuseum.org/art/collection/search/56789,Suzuki Harunobu,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2929,3876,d9e8520aa49862dd1b6ec2201172a661471f870cc83dd97e698f789b484dde1d,train,The Metropolitan Museum of Art Open Access
DS-0133,met-56797.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, portrait of a woman in large circle with landscape below",https://www.metmuseum.org/art/collection/search/56797,Katsushika Hokusai,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",2000,1739,ac140008a373c65f3be752a018c03961f406512f07cdafca16e2ea85240442b0,train,The Metropolitan Museum of Art Open Access
DS-0134,met-57049.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, monk nichiren in exile on sado island from the series",https://www.metmuseum.org/art/collection/search/57049,Utagawa Kuniyoshi,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3874,2579,e89cb9a1b7f32758a0c14e846b269516eba0bb28390d5c7006c9112e794db76a,train,The Metropolitan Museum of Art Open Access
DS-0135,met-57756.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, picture book thousand year mountain ehon chitoseyama 絵本千年山",https://www.metmuseum.org/art/collection/search/57756,Nishikawa Sukenobu 西川祐信,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3957,2993,f8db787c456289be87e1d512a05f08a0a5c5449c49dd44256dd8f2231e5d5ca6,train,The Metropolitan Museum of Art Open Access
DS-0136,met-73558.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, woman with a folding fan and hand mirror from the",https://www.metmuseum.org/art/collection/search/73558,Utagawa Kunisada,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",4000,3101,e24555f7b30fb27a3bea3880c8e31e1511deab2629a67608b9a6f14b139f1c9b,train,The Metropolitan Museum of Art Open Access
DS-0137,met-76575.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, nakamura utaemon iv as danshichi kurobei",https://www.metmuseum.org/art/collection/search/76575,Utagawa Kunimasu 歌川国升,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3191,4000,5bb90c8fa96eb09338aa086459c5127234945e87a075c1d51e7fb75504693fa9,train,The Metropolitan Museum of Art Open Access
DS-0138,met-789144.jpg,ukiyo-e,"ukiyo-e woodblock print style skateboard decal artwork, little purple gromwell wakamurasaki shōshō from the series scenes amid",https://www.metmuseum.org/art/collection/search/789144,Utagawa Kuniyoshi,CC0,2026-07-27,"unrestricted, including ML training (Met Open Access CC0)",3000,4000,d822447e27dd06908e62c4329fd40c094d605bb8bedff176bc64b469c554282d,val,The Metropolitan Museum of Art Open Access
