exp_id,arm,kind,style,checkpoint_step,prompt_id,prompt_role,seed,lora_weight,geometry,output_path,output_sha256,nearest_training_item,nearest_training_dhash,nearest_holdout_item,nearest_holdout_dhash,max_clip_cosine_to_training,most_similar_training_item_clip,near_copy_flag
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed1337__w0p4__512x512.png,a8e3aa857232f648299e39cf5d4407b13e8f4a9e73c568445f47948dc454f1a0,DS-0123,23,DS-0103,30,0.496943,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed1337__w0p7__512x512.png,6f94068ee352a0db017072061f393ba0ace10932c887883c47683c8442e8865a,DS-0097,26,DS-0103,24,0.743289,DS-0094,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed1337__w1__512x512.png,941eba5201c7e8b0a2755d3c2e9a5d9a351f7b9997d8fae23f4b07ad8b1a827d,DS-0104,23,DS-0103,27,0.748817,DS-0114,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed42__w0p7__512x512.png,7bac98692af92e0f1b5cdb63eea171e8fcc515fe0c3e88cd8d07c76a2c0248a9,DS-0127,21,DS-0115,24,0.704361,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed1337__w0p7__512x512.png,69de82612c6497111f7f752d5864fba3ac6f52b1f8cb9d22e008f1ab74989d75,DS-0097,24,DS-0115,30,0.714166,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed2026__w0p7__512x512.png,639426903591107742fa62c7f114e51464439c5474cf751bd99245c42048ee2b,DS-0096,23,DS-0120,30,0.373306,DS-0101,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed42__w0p7__512x512.png,1607c36dead5b028e90a4d1f53b012df584df2a412dfbd27e929673c088c792d,DS-0140,17,DS-0120,24,0.669209,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed1337__w0p7__512x512.png,6f94068ee352a0db017072061f393ba0ace10932c887883c47683c8442e8865a,DS-0097,26,DS-0103,24,0.743289,DS-0094,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP2-shared,shared-cross-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP2-shared__seed2026__w0p7__512x512.png,e8fdf79f67707fbe90a29920f49cfecb0137986645b5fef14eefbb2015e28d3c,DS-0101,21,DS-0120,22,0.512859,DS-0098,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP3-out-of-style,out-of-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP3-out-of-style__seed42__w0p7__512x512.png,dbbe39bc1261c07e4c2980ef8713379ce3d02c057247e11cdbf33255c0080b06,DS-0127,23,DS-0048,28,0.712166,DS-0097,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP3-out-of-style,out-of-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP3-out-of-style__seed1337__w0p7__512x512.png,cb38f7387f24b1544ea36b0e276fbfce5a5d2b24326d1eb80ac973e370c7af06,DS-0105,24,DS-0077,28,0.609165,DS-0114,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP3-out-of-style,out-of-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP3-out-of-style__seed2026__w0p7__512x512.png,739fe7f53c2e016709514ed51a36b6ce87599a12be3447b796da6f40630fdab1,DS-0107,22,DS-0088,28,0.482082,DS-0124,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP4-style-free,style-free,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP4-style-free__seed42__w0p7__512x512.png,ab4545bdd3ef970663f22aac25dec56f01d71fab9d504d7304a63d7a284070ae,DS-0140,19,DS-0048,27,0.207873,DS-0098,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP4-style-free,style-free,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP4-style-free__seed1337__w0p7__512x512.png,7787662498000cb58b403cbce6b871117b625b988f559af11431802e29ddd0d8,DS-0105,20,DS-0103,26,0.278553,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP4-style-free,style-free,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP4-style-free__seed2026__w0p7__512x512.png,09637df2a4d6e28e38a1dd00565bbaf09c31738f62974108262050b2d442ddce,DS-0118,20,DS-0120,23,0.272042,DS-0101,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,42,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed42__w0p7__512x1536.png,568520a79f0cc94cc01be75e1311effe743fea7d7cae55587562899403f48fb2,DS-0126,20,DS-0115,21,0.594831,DS-0096,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,42,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed42__w1__512x1536.png,1b9aeaf9053c0c7b9b113b8bffb6ab25ffb613c409d4c97afbce1e1a042ba6fa,DS-0126,17,DS-0115,22,0.616032,DS-0101,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,1337,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed1337__w0p7__512x1536.png,488eb7bf093606016788bee72da03278f33567ea89a217be8783f732ed242e30,DS-0137,19,DS-0048,28,0.61171,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,300,FP1-style,style-matching,1337,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00300__FP1-style__seed1337__w1__512x1536.png,2d62a5519694e00eaf00db496ef488309ddda731fe95a2c9d641d0ccb95eebc4,DS-0113,21,DS-0048,24,0.630441,DS-0101,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed42__w0__512x512.png,a8ffcd2207064596c961fc17e3303da99eee7b190cd8ad197934528bb5fa3738,DS-0104,20,DS-0048,26,0.282508,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed42__w0p4__512x512.png,d48ce8f807770a806e54c3c75809dbf7c8d0dc1ebf7779b96b99a09b0269475b,DS-0101,20,DS-0048,26,0.592575,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed42__w0p7__512x512.png,b3b141e06b65281cd73c930690466fa1e8aac8f8a69146b9d73cfe80281a0afb,DS-0101,18,DS-0115,24,0.781561,DS-0119,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed42__w1__512x512.png,a51e7bbe78af9ee1d4d4b7d4d70cccd41d4e843f7c11b1dec35324dfc1c2c186,DS-0108,18,DS-0115,26,0.827163,DS-0119,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed1337__w0__512x512.png,3e8f3b6e9eb494eae8032988a153b053883346cc103ab44c8d44d68b189f7ea3,DS-0145,20,DS-0103,22,0.548559,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed1337__w0p4__512x512.png,77ac4b44522db061ab3bde16cc7554b099e91755796287ce2c7c7392282b3f1b,DS-0110,23,DS-0103,26,0.69302,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed1337__w0p7__512x512.png,91eb05536d8dcb1a5161de0c2bd134a408f9740302d0daa8b01013c424fa0db7,DS-0105,25,DS-0103,29,0.794427,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed1337__w1__512x512.png,b65770b3e636743af2979505b3d6f573f5c9bf7bd9aca18bbb57198a4ca8b0b6,DS-0105,25,DS-0079,26,0.783915,DS-0141,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed42__w0__512x512.png,957eec8be70a13deb3a534f87d9df775a2680ecbc308fbfdd6dea35fbc4a64ce,DS-0137,16,DS-0120,24,0.373569,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed42__w0p4__512x512.png,34978923a073916a9f38be5d0d285c3260d61a404031495600e286a7ac204aeb,DS-0113,19,DS-0048,24,0.493589,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed42__w0p7__512x512.png,164deed762ef1558816cf39d0639d76b37c7c4f4a709a7878b2b0359e0bdb777,DS-0137,23,DS-0115,24,0.745858,DS-0099,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed42__w1__512x512.png,b53698d6884d26a8fc298341a5c57d77a8aa166fcabfc7503339488f0578170b,DS-0129,18,DS-0115,30,0.732954,DS-0098,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed1337__w0__512x512.png,c2848c9389cb3fac9a7123033613830fcdd4dd76dd4405882c26044f2e10276d,DS-0105,18,DS-0115,26,0.397444,DS-0134,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed1337__w0p4__512x512.png,c916f76ad008ad44ada5144344598bce304c9bfac695947b2e59199691a3231c,DS-0105,21,DS-0048,31,0.460926,DS-0134,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed1337__w0p7__512x512.png,0ba0a423511678f9364478a795ff707bcce93245c7b367c49d0ecb5e6dde55c7,DS-0145,22,DS-0115,26,0.785156,DS-0117,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed1337__w1__512x512.png,a46253e0c709f764208cd19e448c714bdf978da88707e6621f19f600c7586a3f,DS-0109,17,DS-0115,21,0.762479,DS-0117,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed42__w0p7__512x512.png,b3b141e06b65281cd73c930690466fa1e8aac8f8a69146b9d73cfe80281a0afb,DS-0101,18,DS-0115,24,0.781561,DS-0119,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed1337__w0p7__512x512.png,91eb05536d8dcb1a5161de0c2bd134a408f9740302d0daa8b01013c424fa0db7,DS-0105,25,DS-0103,29,0.794427,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed2026__w0p7__512x512.png,7156a56cec8e478d5062c5717b95e7f93f2e3b63cf1bcfbf81fa473f8a9f302e,DS-0137,22,DS-0120,26,0.377917,DS-0118,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed42__w0p7__512x512.png,164deed762ef1558816cf39d0639d76b37c7c4f4a709a7878b2b0359e0bdb777,DS-0137,23,DS-0115,24,0.745858,DS-0099,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed1337__w0p7__512x512.png,0ba0a423511678f9364478a795ff707bcce93245c7b367c49d0ecb5e6dde55c7,DS-0145,22,DS-0115,26,0.785156,DS-0117,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP2-shared,shared-cross-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP2-shared__seed2026__w0p7__512x512.png,671db1be2a3311e80c194b46a128c38d00f092bdbc6c19e628508a1a8ae5e472,DS-0101,18,DS-0120,25,0.513784,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP3-out-of-style,out-of-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP3-out-of-style__seed42__w0p7__512x512.png,c8b1f96ea0fdd9648bcf30b682fa9714cec960d359f7c3581a855adbd4c98b79,DS-0122,22,DS-0048,26,0.707605,DS-0114,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP3-out-of-style,out-of-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP3-out-of-style__seed1337__w0p7__512x512.png,9585b17b3f6e7ebbf41ed4ff3a25e7400bfd25ebd9b11f8c05d5f2fb5fc6a260,DS-0100,27,DS-0079,28,0.708702,DS-0112,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP3-out-of-style,out-of-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP3-out-of-style__seed2026__w0p7__512x512.png,ffb64673ce63fa764ccb4d8e35bb06ee7493c718fd25985e9f8bd2b00b3aa4da,DS-0137,19,DS-0115,30,0.520772,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP4-style-free,style-free,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP4-style-free__seed42__w0p7__512x512.png,d6dd81c33690f87400062e8e006caa0a2a562b2d061197c052b23ba2351947a2,DS-0140,19,DS-0048,25,0.228185,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP4-style-free,style-free,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP4-style-free__seed1337__w0p7__512x512.png,d8d202a83fde457ec8301a926dac01f94dcb9f837275460cbf9f220438bece6e,DS-0105,20,DS-0103,28,0.248096,DS-0123,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP4-style-free,style-free,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP4-style-free__seed2026__w0p7__512x512.png,4fb69ae48ed7bbf13640cbae416b3deb1932f9f318d505f2dfac4ef4f06909dc,DS-0118,20,DS-0120,23,0.25045,DS-0137,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,42,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed42__w0p7__512x1536.png,6c47e204f7170136335eb298c0e5cf3041cb374fdcf086266e6ccc1ceee79e9e,DS-0126,16,DS-0115,25,0.585873,DS-0101,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,42,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed42__w1__512x1536.png,39d6291fedf320d041cef858a128ade9b670381756656e8ec678af60cb103fe5,DS-0096,19,DS-0115,27,0.764536,DS-0122,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,1337,0.7,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed1337__w0p7__512x1536.png,0cbd3977bf01c38cd0f548af4c7ff8a2638d476cc08771b9e815a8de962dfa0a,DS-0113,20,DS-0048,25,0.685975,DS-0143,False
EXP-033,EXP-028,candidate,ukiyo-e,600,FP1-style,style-matching,1337,1.0,512x1536,outputs/EXP-031/EXP-031__EXP-028__ukiyo-e__ck00600__FP1-style__seed1337__w1__512x1536.png,b10de7cfcc113d33505dda4536220c57139d03c21e9b548721f685ee9ae2ac1b,DS-0145,20,DS-0048,28,0.719319,DS-0096,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed42__w0__512x512.png,07d80ac234fcd173a2cafcaf1dded7753058fde4423fb823b5f32b7d57d9726b,DS-0073,24,DS-0120,22,0.2748,DS-0076,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed42__w0p4__512x512.png,52b1f99435a64cbb4eeece6b52b70929d8f2046bfead7a22902a3e9ce6189fd1,DS-0073,27,DS-0120,21,0.265262,DS-0076,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed42__w0p7__512x512.png,d5670bd0442be8c63957d447a9f3bbe4940f4bc271c1942a212639778202d35e,DS-0074,27,DS-0048,25,0.408604,DS-0070,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed42__w1__512x512.png,bc40c3959ef01f66b941fa7b99ee5662ebea5ff7f439f797e00b74a105edeaa8,DS-0071,25,DS-0077,27,0.397461,DS-0073,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed1337__w0__512x512.png,312c778f45a2bd6cfc25c3e464db4cb09f4f537f57cbd17940b3e6d982282a41,DS-0087,25,DS-0048,27,0.245073,DS-0062,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed1337__w0p4__512x512.png,3e4a51f96cbaf13e7e7344e08793b9a654e82ecee247b1583b1a769e96f55356,DS-0064,28,DS-0103,27,0.339819,DS-0087,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed1337__w0p7__512x512.png,abcbf4b544219dc6d8f4cad48d006bcf9ab24db50af18d644bd5caf5c4d665e7,DS-0056,25,DS-0115,26,0.365313,DS-0056,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed1337__w1__512x512.png,8a7ced479a96e7b7c278480e8c8fe10d8ab4a3a527fcfb65b094151f60f4ec6d,DS-0080,26,DS-0115,24,0.415639,DS-0062,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,42,0.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed42__w0__512x512.png,f63a2216f422db2ae81b831c667e9c6f1c25967959c2cf8cd48fbc709350e83f,DS-0084,22,DS-0079,23,0.200103,DS-0073,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,42,0.4,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed42__w0p4__512x512.png,d147c17c9a5e5e1d4c5fc19e95420145c57edd3f8834ffa92f106321e82a9032,DS-0065,19,DS-0048,29,0.214165,DS-0090,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed42__w0p7__512x512.png,05aab7df18e3fa2826e8898ca8ce7f9f9b6aba11c27154524cf486b45e8090d1,DS-0065,26,DS-0115,26,0.386099,DS-0068,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,42,1.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed42__w1__512x512.png,9fa0edd34b07029f61d1053e017d2bf95b945e1fefb3df84cdef08e92599b753,DS-0084,23,DS-0077,27,0.400676,DS-0068,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,1337,0.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed1337__w0__512x512.png,d64f9f18e265a7651f3a84d0a31616a3ecd24c1256176255daf5deba2d57c727,DS-0081,23,DS-0103,24,0.306375,DS-0068,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,1337,0.4,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed1337__w0p4__512x512.png,89cc94fdb37fa9137305ec5259ce052de529624cd1d343e810d6a43ad0a1ba8d,DS-0092,21,DS-0103,25,0.34763,DS-0056,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed1337__w0p7__512x512.png,5f738567668eb56e90c1cd505a3a078ef6eaec92b2aa06ad7703609779d3dbe6,DS-0066,28,DS-0115,23,0.337939,DS-0090,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,1337,1.0,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed1337__w1__512x512.png,efcc487e53647ab921d473fa8c322c0c935277bbe0aa1aab7d55daa04af13a29,DS-0081,27,DS-0115,24,0.375179,DS-0072,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed42__w0p7__512x512.png,d5670bd0442be8c63957d447a9f3bbe4940f4bc271c1942a212639778202d35e,DS-0074,27,DS-0048,25,0.408604,DS-0070,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed1337__w0p7__512x512.png,abcbf4b544219dc6d8f4cad48d006bcf9ab24db50af18d644bd5caf5c4d665e7,DS-0056,25,DS-0115,26,0.365313,DS-0056,False
EXP-033,EXP-029,candidate,retro-poster,300,FP1-style,style-matching,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP1-style__seed2026__w0p7__512x512.png,184d4942272636818feea5a6e6f643c89a4a8e8efb0fdc9caa52ad3aa8c4a9dc,DS-0086,24,DS-0120,27,0.245565,DS-0086,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed42__w0p7__512x512.png,05aab7df18e3fa2826e8898ca8ce7f9f9b6aba11c27154524cf486b45e8090d1,DS-0065,26,DS-0115,26,0.386099,DS-0068,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed1337__w0p7__512x512.png,5f738567668eb56e90c1cd505a3a078ef6eaec92b2aa06ad7703609779d3dbe6,DS-0066,28,DS-0115,23,0.337939,DS-0090,False
EXP-033,EXP-029,candidate,retro-poster,300,FP2-shared,shared-cross-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP2-shared__seed2026__w0p7__512x512.png,3e30856ec196211155d8497d581efc0b5f9878ad0a678fbf46e2131460298efb,DS-0053,23,DS-0115,26,0.278115,DS-0068,False
EXP-033,EXP-029,candidate,retro-poster,300,FP3-out-of-style,out-of-style,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP3-out-of-style__seed42__w0p7__512x512.png,8425fff4a05a27420eda0a9e10e4968f2f84aec4fbf31a2fba25c074fd4594fe,DS-0072,26,DS-0048,23,0.267833,DS-0058,False
EXP-033,EXP-029,candidate,retro-poster,300,FP3-out-of-style,out-of-style,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP3-out-of-style__seed1337__w0p7__512x512.png,01d680b33d38417a39f1ab0bc3bdde946fea116196eda8bd056dcbc7a7f7d95f,DS-0064,22,DS-0048,27,0.244206,DS-0092,False
EXP-033,EXP-029,candidate,retro-poster,300,FP3-out-of-style,out-of-style,2026,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP3-out-of-style__seed2026__w0p7__512x512.png,5960479cc5bef6874c90d935ca20d5f3838d6146231271dd2564ec353dd83214,DS-0072,23,DS-0120,27,0.271765,DS-0080,False
EXP-033,EXP-029,candidate,retro-poster,300,FP4-style-free,style-free,42,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP4-style-free__seed42__w0p7__512x512.png,754670ede52787210b1453d487c6df651996baa3a27ef508a8a5d5b53d0f0859,DS-0086,28,DS-0120,29,0.144706,DS-0086,False
EXP-033,EXP-029,candidate,retro-poster,300,FP4-style-free,style-free,1337,0.7,512x512,outputs/EXP-031/EXP-031__EXP-029__retro-poster__ck00300__FP4-style-free__seed1337__w0p7__512x512.png,099028d36539e5ef2f040e4a03fd5940b9c458949d68de1067d9c5a7237da1b9,DS-0087,18,DS-0103,26,0.296819,DS-0086,False
